file,relative_path,size_bytes,mtime_iso,md5,sha256
Mclellan 1986 Notes on bats of Sudan.pdf,Mclellan 1986 Notes on bats of Sudan.pdf,1239539,2012-04-27T10:00:00,6a7d91f5d0dc43bf00f3a6b3639eee9a,d3f652390195a44d12fe4f655b7ae980f9c8a88a5abd7b2804125c8c75cd80bc
Mcllellan 1984 A morphometric analysis of Carollia.pdf,Mcllellan 1984 A morphometric analysis of Carollia.pdf,4295277,2010-05-13T02:02:42,43f46b7c4a939f9e7531b71e911393e4,b8b36426aead34bc2a7f9e01255a4a21483d3b7ccd3761e8a96faf2cf2e0b004
Mcllwee and Martin 2002 On the intrinsic capacity for increase of Australian flying foxes.pdf,Mcllwee and Martin 2002 On the intrinsic capacity for increase of Australian flying foxes.pdf,2132803,2007-04-30T07:22:06,303f51cc8d6d2bb0c07ee25170a5175b,8399ac752ddc89b075e54ca71f9b8902d4f03a1a76b95512715acec4b5d8ef22
Medellin & Equihua 2000. Bat_Diversity_and_Abundance_as_Indicators_of_Disturbance in Neotropical rainforests.pdf,Medellin & Equihua 2000. Bat_Diversity_and_Abundance_as_Indicators_of_Disturbance in Neotropical rainforests.pdf,1105976,2022-11-21T13:22:24,0345027cd63ac85496a97843920cd58d,5132412c4aa66a73325950d159014a9c301cc3a5b451e3239d15a47e41f70d30
Medellin et al 2000 Bat diversity and abundance in neotropical rainforests - Copy.pdf,Medellin et al 2000 Bat diversity and abundance in neotropical rainforests - Copy.pdf,1054673,2005-04-03T12:41:46,a0d8a8dbbea1de2c898362f32cb2db55,1662c4787720fab8ba01002a1ceaa2e8bb85c2d4539b4a4de3ae1d22f757170b
Medina et al 2007 Bat diversity and movement in an agricultural landscape in Nicaragua.pdf,Medina et al 2007 Bat diversity and movement in an agricultural landscape in Nicaragua.pdf,162986,2010-03-26T01:45:02,46423b5d5a93c2522310071547cb8f6e,96cdb40128a00d949df4a31d31779ffff0ecd1aee0a6d6cdb2cfd2969eef9ec2
Medway & Lim 1966 The specific relations of Rattus tiomanicus (Miller).pdf,Medway & Lim 1966 The specific relations of Rattus tiomanicus (Miller).pdf,511165,2011-07-28T10:10:52,06d85731ac653dd14ad1214d975b3d8f,cde5d9d944caf098399fba11d8876ef8a2e0037112f167bfb3f51c71b56ab2d5
Medway 1969 Wild mammals of Malaya (Chiroptera).pdf,Medway 1969 Wild mammals of Malaya (Chiroptera).pdf,17127235,2004-04-30T11:23:00,e42c8d642f0723127d97f751d35f2962,403e4a7588b8938d3237e2931cd8e81bf4010785a1012ffc6e21a64e35acde07
"Medway 1977 Mammals of Borneo, pp. 107-122.pdf","Medway 1977 Mammals of Borneo, pp. 107-122.pdf",1510261,2011-07-22T10:31:44,02291862d28b561265aedfe343d18683,af0096c3d43a905e07e7a56b43947fee3cf8c5276b301b6e85bfc72b6e293bc8
Meenakumari & Krishna 2005 Delayed embryonic development in Cynopterus sphinx - Copy.pdf,Meenakumari & Krishna 2005 Delayed embryonic development in Cynopterus sphinx - Copy.pdf,329825,2005-07-05T10:32:48,3e33523cd481d93c921d8a94114174f8,64c5b2a8587e38e4bcb4b36fdbeb410e92efef0638fc152dd9dc65188a20af2d
Meia 1990 Determination de l'age chez l'hermine et la belette.pdf,Meia 1990 Determination de l'age chez l'hermine et la belette.pdf,598072,2011-03-25T11:49:58,e460f02caff6f4a6520f54e6e8e4d16d,f5a8699e8c81e7cc03c3d83ef11fcd6c925bd88e38b561bee9ed3c440bce9b7c
Meijaard & Groves 2004 A taxonomic revision of the Tragulus mouse-deer.pdf,Meijaard & Groves 2004 A taxonomic revision of the Tragulus mouse-deer.pdf,2060977,2004-01-23T17:06:42,9de59ec4b7220a569c8d7375b13c9304,b25c10ec10df1c1c1e8ab446d8b36f67fd55b0b039ea3b0270e9588763323a2a
Meijaard & Groves 2006 Geography of Mammals and Rivers in Mainland SE Asia.pdf,Meijaard & Groves 2006 Geography of Mammals and Rivers in Mainland SE Asia.pdf,1955214,2013-01-29T09:04:30,bece7d9b6b2c25b487962d5185e21d5e,97716241e1a9351c344eedb98fbb6aecfffc36907286e9f621e5fb0842562c2f
Meijaard and Sheil 2007 Is wildlife research useful for wildlife conservation in the tropics.pdf,Meijaard and Sheil 2007 Is wildlife research useful for wildlife conservation in the tropics.pdf,307598,2010-12-19T21:48:18,62161aad08ba8eebc4858a5e2ba706b3,95fea4323949b1a1b4f99309016d83b499d8380e209c59b6191b19869e2d5f3e
Meijaard et al 2005 Life after logging - reconciling wildlife conservation and production forestry - Copy - Copy.pdf,Meijaard et al 2005 Life after logging - reconciling wildlife conservation and production forestry - Copy - Copy.pdf,2749795,2005-02-21T15:37:24,b784cfb2f416c1428904685409d78595,878f2362bf576fafe3bf09be824bc352dd996e2cce6a779081973c1ff41ad2d1
Meirte 1984 De Vleermuizen van de Comoren.pdf,Meirte 1984 De Vleermuizen van de Comoren.pdf,946738,2013-01-22T08:00:48,05339ffb488b36378237d7469f81151d,07721c403c3df10fff2b28434753a6a997d8417a900aee63b8cc48a6d281c9d2
Mekada et al  2001 Faunal survey of small mammals in Nepal and distribution of Soriculus.pdf,Mekada et al  2001 Faunal survey of small mammals in Nepal and distribution of Soriculus.pdf,915090,2011-02-09T11:09:32,99e9c907910d37781889385127a45a6e,1db712f59c954d732e9c208cca92ac57883ef6942b8775844781355367123ee9
Melville 1983 Notes on some small mammals from Chiang Mai Province.pdf,Melville 1983 Notes on some small mammals from Chiang Mai Province.pdf,458256,2013-03-18T10:18:32,61324e0a0f3487b9b68e7b3d997595f9,1b3b23c80c7b89b6da2d6d9067c1c1fa757115c22fc887ad69f383993f51e9ee
"Melville 1983 Notes on some small mammals from Chiang Mai province, Thailand.pdf","Melville 1983 Notes on some small mammals from Chiang Mai province, Thailand.pdf",734144,2011-05-23T08:42:58,a6d69ad045aa899e972b2b92b62f257e,362b6fd3fd85f1a5e1a606eab9f39ceb897643b082f4b960261dfb17fef30535
Menzel et al 1998 Quantitative comparison of tree roosts used by Lasiurus borealis.pdf,Menzel et al 1998 Quantitative comparison of tree roosts used by Lasiurus borealis.pdf,827234,2006-01-28T09:54:18,a774362c2da11c781bd38882213d5876,983451c8f5e49b97d5a39d264b04bd6d9a836172b2f8f896e2bf0e539a41bd64
"Menzel et al 2001 Tree-roost characteristics of Nycticeius humeralis in South Carolina, USA.pdf","Menzel et al 2001 Tree-roost characteristics of Nycticeius humeralis in South Carolina, USA.pdf",675707,2006-01-28T15:18:36,8ea8b35719709dc67e63d1353365e218,ee6d64c67951a6097a0b63aeb801035b76fe33a31c418f4e2a48ee83afd6003d
Menzel et al 2002 Effects of group selection silviculture in bottomland hardwoods on the spatial.pdf,Menzel et al 2002 Effects of group selection silviculture in bottomland hardwoods on the spatial.pdf,104106,2006-01-26T09:08:00,8309836ad00a7facd42bb616354b0077,34e09d3b6351e27b07cf5478a200efd6564059fa2410ee42f5e262b5f245f6fe
Menzel et al 2002 Roost tree selection by Myotis septentrionalis in the Appalachian mountains.pdf,Menzel et al 2002 Roost tree selection by Myotis septentrionalis in the Appalachian mountains.pdf,98598,2006-01-12T13:00:16,1cc1be5d4cd82ddd2d6c83a2001f9ff6,62ba41fc53b67da0be56f1c2c925860db5fc21c1f9d2c85e0c52caaca4acc0b4
Menzies etal 2020 Status-white-bellied-heron-in-north-east-india.pdf,Menzies etal 2020 Status-white-bellied-heron-in-north-east-india.pdf,384866,2021-01-20T15:16:42,eb31c17a944c1d11e71412d027cfc2e9,b8c77bf271ed122240ad315c2e813565b67afaf121b4245b68446f4caab54531
Meramo et al. 2022. Contrasting effects of chronic anthropogenic disturbance on activity and species richness of insectivorous bats in neotropic.pdf,Meramo et al. 2022. Contrasting effects of chronic anthropogenic disturbance on activity and species richness of insectivorous bats in neotropic.pdf,2342528,2022-09-14T17:41:52,f8b11262082f6cf1d34b1c7d8c8fe935,af89ff34dddd5008db7441a9b3019dcaa42dcf53a639dc66054ab8922d66ed3b
Mercer & Roth 2003 The effects of cenozoic global changes on squirrel phylogeny.pdf,Mercer & Roth 2003 The effects of cenozoic global changes on squirrel phylogeny.pdf,5938839,2012-04-11T22:16:22,5eef92245fecf5c0de722271525fa9b1,337da076d28bf00a5c20a355b62188f1f38b5db1a2632fe81ea1f372e94fec8d
Mercer and Roth 2008 Differing rates of macroevolutionary diversification in arboreal squirrels.pdf,Mercer and Roth 2008 Differing rates of macroevolutionary diversification in arboreal squirrels.pdf,2928308,2012-08-29T09:57:00,00eefe94bb4652543645883c6bed2fe3,34f869f4bcb2f718a5f6e59868b3cf1b01e69589f1c48bc55d14b18e1277e957
Metzner et al 2002 Doppler-shift compensation behavior in horseshoe bats revisited.pdf,Metzner et al 2002 Doppler-shift compensation behavior in horseshoe bats revisited.pdf,428618,2010-03-18T00:32:48,6e818edc10fbdbc5d9795a56c5cdeab9,0f112480df39ba602db2880e15471f37a79e3c3a53031c9b7265df18f382e46e
Meyer et al 2004 Activity patterns and habitat preferences of insectivorous bats in W. Africa.pdf,Meyer et al 2004 Activity patterns and habitat preferences of insectivorous bats in W. Africa.pdf,148712,2005-07-11T09:54:00,2e4739876d78db2cfcce0ae24359ce6b,d12a79016cc160ceab82761160dfe7662d9109cb88df1d7c223eca6ffa0e416b
Meyer et al 2005 Home-range size and spacing patterns of Macrophyllum macrophyllum.pdf,Meyer et al 2005 Home-range size and spacing patterns of Macrophyllum macrophyllum.pdf,2245055,2006-01-23T06:06:10,0ef4e47edd360e3280e957a3f08f21c8,18be4458e92032749270e052cc880fd9d2a32dd2cfdcabb4cee5d4b17878b911
Meyer et al 2009  Fragmentation  effects  on genetic diversity in bats.pdf,Meyer et al 2009  Fragmentation  effects  on genetic diversity in bats.pdf,322163,2012-07-25T23:45:12,2ce1fc53fe27715e49a840f04fb98899,9df75d9163068780116437ce3680de057f91bfe20397ecf9b3a536878b00ff31
Meyer et al 2010 Monitoring tropical bats to detect population change.pdf,Meyer et al 2010 Monitoring tropical bats to detect population change.pdf,1330974,2011-06-27T05:23:34,fb679c24de659579a68154c3b4382bdf,fe7b739216ef4bc8fe60981cc5473cc0189b1a7b4368f852d2c56d064042c035
"Meyer et al 2011 Detectability, species richness in tropical bat surveys.pdf","Meyer et al 2011 Detectability, species richness in tropical bat surveys.pdf",603654,2011-03-22T05:30:40,3470c3216574daeda20af04f675ea6b7,02d5fcab5b62bfaafa1626fa50e8742004ce0467b420ade8b71299a72e877663
Meyer-Oehme 1968 Zur Kenntnis der Chiropteren-Fauna Afghanistans.pdf,Meyer-Oehme 1968 Zur Kenntnis der Chiropteren-Fauna Afghanistans.pdf,1048972,2010-06-24T08:14:08,22d69489cc7b818dc82c1f118be08190,d2f801f7373cd874d50dad0d708af30e14019a022eea547f35219e72b51de9a0
Meyer-Oehme n.k. Die Saeugetiere Afghanistans.pdf,Meyer-Oehme n.k. Die Saeugetiere Afghanistans.pdf,3653719,2010-06-24T07:11:54,d0927d1ff83ace9ca2a523e2368c3a74,aae6e8b95e6c25ff978bf811473294972186f6c8b7f07d320e471d5f17d7f0a4
Michaels 2014 Field observations of Tylototriton uyenoi in Chiang Mai Thailand.pdf,Michaels 2014 Field observations of Tylototriton uyenoi in Chiang Mai Thailand.pdf,555273,2015-01-05T12:33:06,d362b32e9819231bf5418f5b3ce0efbf,5381595d849fdb299d3ca871ab3febfcaf5b7fff3e08d3a8813dc52c4c57b59b
Michaels 2015 Frog captive breeding.pdf,Michaels 2015 Frog captive breeding.pdf,8905178,2015-12-21T08:22:02,610de8685dcbb89d74e712e942d135c0,57d1679bd303b10b610020d966a5ad20cf6657d73660ee848d4756404f6464b8
"Michaels, C. - PhD Thesis -  Evidence based ex situ husbandry of captive amphibians.pdf","Michaels, C. - PhD Thesis -  Evidence based ex situ husbandry of captive amphibians.pdf",8495156,2016-01-07T11:37:46,85aa8e7dfd02db58d241baaf05a036a8,fda0652e4c404ecbf53c3d0a6577f921b0d3decb208c4d5ee1c84d16f4d5e1b4
"Michaux et al 2008 Phylogeny, adaptation and mandible shape in Sciuridae.pdf","Michaux et al 2008 Phylogeny, adaptation and mandible shape in Sciuridae.pdf",1080267,2012-09-06T09:47:02,4f50310c3cb2c4a05f0c2b0e6c848114,5e3bec67933d88cd369fb1aa8c3c216e3d5454a5cab57756609b3e7636554523
Mickleburgh et al 2002 Review of the global conservation status of bats.pdf,Mickleburgh et al 2002 Review of the global conservation status of bats.pdf,154668,2002-06-10T21:12:00,42b264348a5eade2be092c496ba2fc74,92607a2b75bd1333e35c73ff4fa4a56a8224f22082cf36d0f1ec4bfc7b049db7
"Mildenstein et al 2005 Habitat selection of endemic large flying foxes in Subic Bay, Philippines.pdf","Mildenstein et al 2005 Habitat selection of endemic large flying foxes in Subic Bay, Philippines.pdf",454933,2007-04-30T07:22:06,43a58b16086f07da0d6a9d3c69d3d0d6,f69ea6d31958ce147956d2180eb6a9a897c5cc894e9694c1e5ba1d6e4a4d7a01
Mill et al 1996 Designing surveys for microchiropteran bats in complex forest in Australia.pdf,Mill et al 1996 Designing surveys for microchiropteran bats in complex forest in Australia.pdf,1878103,2010-03-26T03:19:40,41d69cc24441dfe0e383b7f9f5841a78,67dad9b6f08d9f96b4528837ae5a563e832b3fd58acbbf5802d8d7c9de46460f
Miller & Morris 1988. Plants of Dhofar - Introduction.pdf,Miller & Morris 1988. Plants of Dhofar - Introduction.pdf,1914754,2020-07-09T15:02:40,6a3bc719d822150a16419bdd00213c04,e6d52d8f1c605dea916cc20e3cb81e52438eea98458a85ce72c0c0ca4d72ed25
Miller & Surlykke 2001 How some insects detect and avoid being eaten by bats.pdf,Miller & Surlykke 2001 How some insects detect and avoid being eaten by bats.pdf,2685504,2006-01-28T15:25:12,4dc50436ba8d597f76879725aca78c52,15b859ccd23a87e20ec7808eed0f73be5539ecbec0d46d101dd66bb5322451ae
Miller 1898 List of bats collected by Dr. Abbott in Siam.pdf,Miller 1898 List of bats collected by Dr. Abbott in Siam.pdf,679423,2012-10-22T11:33:06,897147227db70e73ab133103059c35f6,6d693ee28d1506c734f33262c80a57592eb81c759abb29b2ddad06002d2923b7
Miller 1900 Mammals collected by Dr. Abbott on Pulo Lankawi and the Butang Islands.pdf,Miller 1900 Mammals collected by Dr. Abbott on Pulo Lankawi and the Butang Islands.pdf,431633,2011-07-28T10:13:30,d05e0ddb0836e0aa73a6ea49f1d4ddb8,fdc3c47bca94c5a2a5bb013903078229cffde82f84ec80355e1386688b73bb4d
Miller 1900 Seven new rats collected by Dr. Abbott in Siam.pdf,Miller 1900 Seven new rats collected by Dr. Abbott in Siam.pdf,989603,2011-07-28T10:41:46,94629af20d8571e8fee7f9761b4d87f8,9d8d43db7a15863e2d1daa6a22346ad45d5685a5419be24ff66f21fe3e4b81a9
"Miller 1900b Descriptions of two new squirrels from Trong, Lower Siam.pdf","Miller 1900b Descriptions of two new squirrels from Trong, Lower Siam.pdf",2139514,2013-03-15T08:04:24,5ee34dd27d8eaf06729117cf9dd9ad54,14b05e8298dbbc04bc665fb3522f44ce23c34109fe3e2d92a84c554097366edd
Miller 1900c The giant squirrels of Burmah and the Malay Peninsula.pdf,Miller 1900c The giant squirrels of Burmah and the Malay Peninsula.pdf,5947111,2013-03-15T08:02:26,933207df84f22b0c3e06c7724cf1bf41,ea6adec314cbcea557c5ccd02d347cc15da0f343aa4f0c9d13988dad990660d1
"Miller 1901 Mammals collected by Dr. Abbott in the Karimata Islands, map only.pdf","Miller 1901 Mammals collected by Dr. Abbott in the Karimata Islands, map only.pdf",633102,2011-05-19T07:50:02,e46d7bc5a1482cee566561916df70f27,23e853c1725963402ba83a6e54b8869771e5ffb0ef71f2d1ae51e7772797d566
Miller 1901 Mammals collected by Dr. Abbott in the Karimata Islands.pdf,Miller 1901 Mammals collected by Dr. Abbott in the Karimata Islands.pdf,1792985,2011-05-19T07:49:06,ba7703ec086eac6cd3c582864f01cbd4,c4bd11d086a05caffba5c8604c19de54ad62376bc2258175d1e9aa9c6a55bd49
Miller 1903 Seventy new Malayan Mammals.pdf,Miller 1903 Seventy new Malayan Mammals.pdf,8969332,2012-08-20T08:05:14,3238f3a553b0e835e8e5a7fac3e8bbed,4e77de593a3e16a3dc1b4d622de55d6f13ff5ab87c9a530f9b110baaf51331f9
Miller 1903c A new squirrel from lower Siam.pdf,Miller 1903c A new squirrel from lower Siam.pdf,2048876,2013-03-15T08:09:14,87bb9cf6a382422d976fd440362a9e82,0f0b32fed9bc283d87e9f9f28707a751feed750859a040236dcf8b7aa69c9d6a
"Miller 1907 The families and genera of bats, Part I.pdf","Miller 1907 The families and genera of bats, Part I.pdf",9666709,2011-05-18T10:56:16,31aed6ecce1e8dbb821dd85517c30519,715f61262c1ee9137025a62a3784d66a470cb9d62d4b1688d4b024313941e78d
"Miller 1907 The families and genera of bats, Part II.pdf","Miller 1907 The families and genera of bats, Part II.pdf",11505025,2011-05-20T11:40:44,304f9afbe5065c56225ec19d8eb05207,2453581d45c3a37f9138ebde1adc8cf535bc130f6a8f768c5a5607a3d5a7a44a
"Miller 1907 The families and genera of bats, Part III.pdf","Miller 1907 The families and genera of bats, Part III.pdf",10304233,2011-05-24T05:54:34,42781ba3d322d001b8a8fcce10b8dff7,d77ba5fac4e7ee4787cc6a7fd06486b78fd632074cf379c5283245a868cc63e0
Miller 1913 Fifty-one new Malayan mammals.pdf,Miller 1913 Fifty-one new Malayan mammals.pdf,4974178,2012-08-30T07:36:42,2172cb556bd8aec574c6d14635b1e022,d6d98a75ae4ce593fecb8d37eea79a98f2f0a157fdf917b3fa6863cd469c785c
Miller et al 1988 Fly-out count of Tadarida Plicata.pdf,Miller et al 1988 Fly-out count of Tadarida Plicata.pdf,410670,2010-06-21T11:23:30,e222023b8310e69f7feff2c0f93f0c53,9c54b6af9b6dce1a679c3bde6feef8137aa73f6e7badab7c2d87120a3bf429d8
Miller jr. 1902a Mammals of Andaman and Nicobar Islands.pdf,Miller jr. 1902a Mammals of Andaman and Nicobar Islands.pdf,3081877,2010-07-21T09:35:16,7393222917a7c9394de666f25ffa3781,f0da86366db7350a94c1b184bb8100a3476889fc2cde881540db9c5e418f499e
Miller jr. 1905 New Genus of Bats from Sumatra.pdf,Miller jr. 1905 New Genus of Bats from Sumatra.pdf,191399,2010-06-15T11:27:56,2bcf329b67475950e9ed34827af6b6d6,5aefa3feddfa32d6655434ada18b9b56017d824908b3ca1b22a366ac39182dc9
Miller jr. 1906 Seven new Malayan Bats.pdf,Miller jr. 1906 Seven new Malayan Bats.pdf,705824,2010-06-15T11:16:36,2f94f15f1a94a23e1acc81cf7f9c84d8,a40c759622cd3391d0ea89266e86986873e4736fac11c4f76cb6ed7c5e627cc2
Miller jr. 1931 Two new mammals from Celebes.pdf,Miller jr. 1931 Two new mammals from Celebes.pdf,491771,2010-06-17T05:50:30,61281b4f0e79a792f34c455bb84a9f0c,531ad61ecacd1698f1b53fdced0553135da93e07bb21540dfb2cb22c899ebf29
Miller-Butterworth et al 2002 Isolation and characterization of polymorphic microsat in Miniopterus schreibersii.pdf,Miller-Butterworth et al 2002 Isolation and characterization of polymorphic microsat in Miniopterus schreibersii.pdf,76768,2004-10-05T19:51:50,6ad57143fe9033ce55f91157a03a1782,15bc76602af4fc11336838022c8cdb7c3c6a4d27ce9a57eec4226b8c8a874fb5
Miller-Butterworth et al 2003 Strong population is correlated with morphology and ecology in migratory bats.pdf,Miller-Butterworth et al 2003 Strong population is correlated with morphology and ecology in migratory bats.pdf,8581008,2006-05-20T10:44:46,55f3784d00089e1c880b05097d724a75,89f418f15e59c4e8395ec3e18488f503012ea2a419c8224bfa104b14ae4c110e
Miller-Butterworth et al 2007 Conclusive resolution ot the taxonomic position of Miniopterus of Miniopterus.pdf,Miller-Butterworth et al 2007 Conclusive resolution ot the taxonomic position of Miniopterus of Miniopterus.pdf,403851,2011-07-24T04:26:56,f14540f327f47e905e15d3f1e86446a2,4450852320043c3d196f5b64504b224757d22689b094ea91ae5bda977ee8d6c3
"Mills 1921 Mammal survey of India, Burma and Ceylon - Naga Hills.pdf","Mills 1921 Mammal survey of India, Burma and Ceylon - Naga Hills.pdf",475819,2011-05-31T10:12:56,0a1633fd88c8badc90f11c474ee87693,cc17a92c3c8add44798234dd0d63db7ff6e6170795b350d96fad5acf7d75f6ab
Mills et al 1996 Designing surveys for microbats in complex forest landscapes.pdf,Mills et al 1996 Designing surveys for microbats in complex forest landscapes.pdf,1878109,2005-07-05T11:53:18,d1d62caa78bb4ee722e6303a66901abb,adf6cf39f4628a10a58efb5d5aad242cd514afad7177fe73bfe2d91a98baba3a
Milne Edwards 1872 Memoire sur la faune mammalogique du Tibet Oriental.pdf,Milne Edwards 1872 Memoire sur la faune mammalogique du Tibet Oriental.pdf,327961,2011-02-09T11:26:00,99c52b2e29bf80362ab69096d98516ec,a03063e65fdcf6e76a87c04a23b1cdc2dcc85f4f756288b7e2a140c120a84ed3
Milne et al 2005 Structure and environmental relationships of insectivorous bats in tropical Australia.pdf,Milne et al 2005 Structure and environmental relationships of insectivorous bats in tropical Australia.pdf,636062,2006-01-02T10:10:26,f88558aa8ca88a8de342449090c325a1,1a9e13254e1bebcaeaf05f9b9d0b4423f710430c830478d4cf3a37bff8650a93
Milne et al 2006 Habitat associations and distributions of insectivourous bats in N. Australia.pdf,Milne et al 2006 Habitat associations and distributions of insectivourous bats in N. Australia.pdf,2176323,2006-05-20T10:04:42,33ab7ce594537b6010d0701f1be88418,478314b2444a8b2f293d44172ab6802bd0bab16f332e063a3b3844c606de7540
Milne-Edwards 1867b Description des quelques especes nouvellles d'ecureuils....pdf,Milne-Edwards 1867b Description des quelques especes nouvellles d'ecureuils....pdf,5470885,2013-03-15T07:47:28,e0e31a68685babe69220593ff95d8ce4,ac2eee8572ea204f80894d2e6ef45441e44d83324814fddc48c10a962086e2be
Mirza n.k. Four new mammals for West Pakistan - bats.pdf,Mirza n.k. Four new mammals for West Pakistan - bats.pdf,306331,2010-10-04T09:02:06,bb5a7aa699b709a705265e40f283143c,189be584e4fb02a695559520d0fc8c91116b124d11be4605f7a3b3498be15960
Mishra et al High altitude wildlife in Arunchal Pradesh.pdf,Mishra et al High altitude wildlife in Arunchal Pradesh.pdf,1450515,2020-12-14T15:21:58,ff336eb1415bbef68cf539ecc2c59558,47ea863748c531b79653a67f40dc09ab49a4bdac215c37a001bda03420f513dc
Mispagel et al 2004 DDT and metabolites residues in Miniopterus schreibersii of SE Australia.pdf,Mispagel et al 2004 DDT and metabolites residues in Miniopterus schreibersii of SE Australia.pdf,291285,2005-07-05T10:47:32,a99a1ac4dd5e78cf63119eeae94d24ef,6b0d31cd53d27f498847ca8cfd7688e62d2bb2f4838de8ac1633f185e24abd1c
Mitchell & Derksen 1976 Additional new mammal records from Nepal.pdf,Mitchell & Derksen 1976 Additional new mammal records from Nepal.pdf,586803,2011-02-10T07:45:08,66eca691fa4b6f9d08f3eefec57500bb,f1a31e021abcb98911f4ffa9e6f3c76ee5c1ea0bb145719d24857f23f49237d6
Mitchell & Punzo 1975 A new pika from the Tibetan highlands of Nepal.pdf,Mitchell & Punzo 1975 A new pika from the Tibetan highlands of Nepal.pdf,337128,2011-02-10T08:05:28,84de5a49d957c250f3afe15a04fbcbea,adbbaef6e08431e9a59c2d4f97c28f3f227a93f08a2a9b41b1032d7bc6870c4f
Mitchell & Punzo 1976 New mammal records from Nepal.pdf,Mitchell & Punzo 1976 New mammal records from Nepal.pdf,648568,2011-02-10T08:01:42,6cd1a6cddcd0fd558c07b42a79491e2e,36a052b6de7fbd5c5b78a82be9a30fa98d8ccecdb0ca56859653c6de978d83f0
Mitchell & Punzo 1977 Ectoparasites of bats from Nepal.pdf,Mitchell & Punzo 1977 Ectoparasites of bats from Nepal.pdf,355412,2011-02-10T07:56:12,482d10b33bebdfeee256f4b44458660a,d50bf99f527c6d412b361f2214368ad01eaedf0a179a15f3bb2a6f8d814b8af3
Mitchell 1975 A checklist of Nepalese mammals.pdf,Mitchell 1975 A checklist of Nepalese mammals.pdf,3202874,2011-02-10T06:16:24,3dd66d3aac7518a1b5a1e21cbb70561c,e36c859bdf950ee06e9954844e3feef1857fb3e4778986600fe125a08b760718
Mitchell 1978 A checklist of Nepalese bats.pdf,Mitchell 1978 A checklist of Nepalese bats.pdf,602698,2011-02-10T06:19:46,11c96b4ff7529b0c9342a9e57fa7df1f,3c1e0c51a5b41a3bf1e0b0f80dd417eb505f5d945f33d98dc90781fa3695c653
Mitchell 1978 The Ochotona of Nepal.pdf,Mitchell 1978 The Ochotona of Nepal.pdf,996067,2011-02-10T06:27:58,3d7581a85a3c51fa4954995d7c549ba6,443c476c947f86e066d32e65ff79a26ad3fb1c98f095e95419f9d001790d8a35
Mitchell 1979 The sciurid rodents of Nepal.pdf,Mitchell 1979 The sciurid rodents of Nepal.pdf,895087,2011-02-10T06:31:48,572b6df81fafc2feaa238f737ab39289,daade9d9473b389c0af3b44d485fdb9c8fc6eb1d8c11588eea10d454d500173b
Mitchell 1980 New records of bats from Nepal.pdf,Mitchell 1980 New records of bats from Nepal.pdf,248242,2011-02-10T07:38:14,9159d3017f0971ce0ca18c11f1bb9da6,5afdeb709f82a5ad147f6751770a18dfdbf74c2966c80cb71e2321c29221f118
"Mohd-Azlan et al 2001 Distribution, abundance and conservation status of Pteropus vampyrus in Malaysia.pdf","Mohd-Azlan et al 2001 Distribution, abundance and conservation status of Pteropus vampyrus in Malaysia.pdf",1481171,2005-07-19T21:37:36,6078cb20df5b2d68983f1dd88399c95f,5eaaa26a7670df68bbe7f9e3144035ae3770f68750a9427cf41609d4d79f57b1
Mohedano et al 2014 Diet of the eagle owl in Qatar.pdf,Mohedano et al 2014 Diet of the eagle owl in Qatar.pdf,292151,2016-01-05T20:28:20,580e50c22d77a35875a05d0d6328e94e,24c8ce63d0877f9427c6edf8835dc8cba0b956ddec812e6cb61d5ef04e1efa5f
Mol Biol Evol 2014 Foley rhinolophis hipposiderids deep phylogeny.pdf,Mol Biol Evol 2014 Foley rhinolophis hipposiderids deep phylogeny.pdf,1594498,2014-12-03T16:06:54,aaacab7d1105d1592ebf6c5cdcb9d2c8,33ca1663ee7eb378397d3d85d077e5d739778814556e36a22fa4d31d4d72380c
Mol Phyl Evol 2004.pdf,Mol Phyl Evol 2004.pdf,1027047,2004-11-15T03:23:24,2062f2f73b00fca03a128baefb2f71a8,f6de4f9b325f5ba8a8e2c773aa6e01795116c274845b54f78fa381a40d3f9cd0
Mol-Ecol-2009.pdf,Mol-Ecol-2009.pdf,1788744,2009-06-08T06:02:28,c8ad820ad759bc02fc1bd7129bb9e477,76c3dec912bdf589f185ff47d834fcb9431eca5f63606e0fb9cc778ffd438f60
Mol-Phyl-Evol-2008.pdf,Mol-Phyl-Evol-2008.pdf,343718,2008-03-20T08:25:52,dcf4dafe70a19b8e2077bf9021efe31e,e8f2d8cc553b93f2ee1f07a1ed6b8bbfa15cde519a528986a107bb4bed37e90c
Mollentze et al 2020. Viral zoonotic risk..mammalian and avian reservoir hosts.pdf,Mollentze et al 2020. Viral zoonotic risk..mammalian and avian reservoir hosts.pdf,4800270,2020-07-21T11:49:46,015684c853f637cf724ed36a7ce56a9b,0304e6e1852e116d9f0531fd3eb0471d66d097ce0e40e757d88744b222d83099
Molur et al 2005 Status of South Asian non-volant small mammals; conservation assessment and management plan.pdf,Molur et al 2005 Status of South Asian non-volant small mammals; conservation assessment and management plan.pdf,3749235,2013-03-01T00:07:26,a50aceef269e904c63380beecf655c7b,d7ad25d473a571795c569e3d922999d37002abae54de48878f85160e1119d076
"Monadjem et al 2010 Bats of southern and central Africa, Part 1.pdf","Monadjem et al 2010 Bats of southern and central Africa, Part 1.pdf",18803827,2012-01-16T15:18:26,13ab5233d9385dc0411afe3bd7251a2d,a52f027a964aefef297554a3c003f592ad4d0b62da06028123137bc05361371d
